school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
Notre Dame de Namur University,,79%,1200,1540,16,21,54%,Private,10,Suburb,1478," $43,876 "," $43,876 "," $14,699 ",1500 Ralston Ave,Belmont,CA,94002-1908,6505083500,www.ndnu.edu,998,791,116,84,29,390,520,400,510,410,510,14,22,16,21,
Nova Southeastern University,,45%,1350,1660,19,23,41%,Private,23,Suburb,28378," $34,572 "," $34,572 "," $4,979 ",3301 College Ave,Fort Lauderdale,FL,33314-7796,9542627300,www.nova.edu,4124,1849,579,69,42,460,550,450,560,440,550,18,23,18,23,
Nyack College,,99%,1140,1545,17,22,47%,Private,21,Suburb,3041," $30,610 "," $30,610 "," $11,860 ",1 South Blvd,Nyack,NY,10960-3698,8453581710,www.nyack.edu,640,635,608,68,12,390,520,370,510,380,515,,,,,
Oakland City University,,67%,1210,1540,18,22,55%,Private,15,Town,1733," $25,338 "," $25,338 "," $7,422 ",138 N Lucretia St,Oakland City,IN,47660-1099,8127494781404,www.oak.edu,672,451,239,64,41,400,510,430,530,380,500,15,21,17,22,
Oakland University,OU547,69%,NR,NR,19,25,44%,Public,22,Suburb,18175," $19,262 "," $30,977 "," $4,367 ",,Rochester Hills,MI,48309-4401,2483702100,www.oakland.edu,10070,6912,2466,0,97,,,,,0,0,19,25,18,25,
Oberlin College,,34%,1920,2200,28,32,84%,Private,9,Suburb,2864," $52,992 "," $52,992 "," $20,153 ",70 N Professor St,Oberlin,OH,44074,4407758411,www.oberlin.edu,7227,2434,809,81,43,650,740,630,720,640,740,,,,,
Occidental College,,43%,1810,2080,28,32,86%,Private,10,City,1868," $52,973 "," $52,973 "," $18,746 ",1600 Campus Rd,Los Angeles,CA,90041-3392,3232592500,www.oxy.edu,6013,2582,576,72,28,600,700,600,680,610,700,28,33,26,32,
Oglethorpe University,,42%,1570,1900,23,27,62%,Private,14,Suburb,1053," $40,290 "," $40,290 "," $16,443 ",4484 Peachtree Rd NE,Atlanta,GA,30319-2797,4042611441,www.oglethorpe.edu,4900,2040,230,76,40,550,650,510,630,510,620,,,,,
Ohio Northern University,,89%,1580,1900,23,29,74%,Private,14,Town,3721," $43,566 "," $43,566 "," $18,653 ",525 S. Main St,Ada,OH,45810-1599,4197722000,www.onu.edu/,2896,2583,641,42,93,510,630,560,650,510,620,22,29,24,29,
Ohio State University-Main Campus,,65%,1660,1980,25,30,73%,Public,19,City,53715," $24,159 "," $37,731 "," $6,898 ",190 N. Oval Mall,Columbus,OH,43210,6142926446,www.osu.edu,21330,13840,6739,51,86,540,650,580,690,540,640,25,31,25,30,
Ohio University-Main Campus,OU895,82%,1440,1790,21,26,70%,Public,20,Town,21369," $22,905 "," $31,869 "," $6,098 ",,Athens,OH,45701-2979,7405931000,www.ohio.edu,14204,11591,4072,44,89,480,600,490,610,470,580,20,26,20,26,
Ohio Valley University,,15%,1270,1530,19,23,65%,Private,11,City,515," $27,370 "," $27,370 "," $3,249 ",#1 Campus View Drive,Vienna,WV,26105-8000,3048656000,www.ovu.edu,591,90,90,26,60,420,490,440,500,410,540,18,24,17,23,
Ohio Wesleyan University,,64%,1560,1980,23,29,63%,Private,13,Town,1959," $46,638 "," $46,638 "," $19,170 ",61 S Sandusky Street,Delaware,OH,43015-2370,7403682000,www.owu.edu/,4210,2694,498,65,67,520,660,520,660,520,660,23,30,22,29,
Oklahoma Panhandle State University,,92%,1177.5,1350,17,22,22%,Public,16,Rural,1223," $9,401 "," $14,701 "," $5,819 ",323 Eagle Ave,Goodwell,OK,73939-0430,5803492611,www.opsu.edu,612,565,565,11,76,375,410,410,490,392.5,450,15,21,16,21,
Oklahoma State University-Main Campus,OSU944,86%,1470,1860,22,27,60%,Public,18,Town,22995," $19,082 "," $29,436 "," $5,528 ",107 Whitehurst,Stillwater,OK,74078-1015,4057445000,www.okstate.edu/,7561,6537,3148,27,93,480,600,500,640,490,620,21,28,21,27,
Old Dominion University,,72%,1440,1725,18,23,49%,Public,17,City,23086," $17,411 "," $27,371 "," $3,546 ",5115 Hampton Blvd,Norfolk,VA,23529,7576833000,www.odu.edu,9902,7147,2756,81,25,480,570,480,580,480,575,18,23,17,23,
Olivet College,,62%,NR,NR,17,22,36%,Private,19,Rural,1174," $30,360 "," $30,360 "," $11,774 ",320 South Main Street,Olivet,MI,49076,2697497000,www.olivetcollege.edu,1378,849,320,0,75,,,,,0,0,15,21,16,22,
Oral Roberts University,,65%,1410,1815,20,25,54%,Private,13,City,3067," $32,168 "," $32,168 "," $9,731 ",7777 S Lewis Ave.,Tulsa,OK,74171,9184956161,oru.edu,1268,827,402,39,74,480,600,460,610,470,605,20,26,17,25,
Oregon State University,OSU967,84%,1440,1815,20,26,62%,Public,23,City,20305," $19,133 "," $32,057 "," $5,323 ",,Corvallis,OR,97331,5417370123,oregonstate.edu,8640,7270,3191,81,28,470,590,490,620,480,605,18,25,20,27,
Otterbein College,,78%,1410,1730,20,26,64%,Private,12,Suburb,3131," $38,008 "," $38,008 "," $12,727 ",One Otterbein College,Westerville,OH,43081,6148903000,www.otterbein.edu,3653,2859,643,33,92,470,590,470,570,470,570,20,26,19,26,
Ouachita Baptist University,,73%,1440,1800,21,27,60%,Private,12,Town,1493," $28,100 "," $28,100 "," $12,426 ",410 Ouachita St,Arkadelphia,AR,71998-0001,8702455000,www.obu.edu,1592,1169,446,37,72,470,590,490,610,480,600,21,29,19,27,
Pace University-New York,,75%,1470,1755,NR,NR,55%,Private,15,City,12704," $47,024 "," $47,024 "," $16,191 ",1 Pace Plaza,New York,NY,10038-1598,2123461200,www.pace.edu,9123,6811,1663,93,0,490,580,490,590,490,585,,,,,
Pacific Lutheran University,,78%,1450,1810,23,28,70%,Private,12,Suburb,3652," $40,279 "," $40,279 "," $15,244 ",1010 122nd St So,Tacoma,WA,98447-0003,2535316900,www.plu.edu,2571,2014,716,77,23,480,610,500,610,470,590,22,27,23,29,
Pacific University,UOTP66,78%,1515,1830,21,27,67%,Private,11,Suburb,3167," $40,594 "," $40,594 "," $13,827 ",2043 College Way,Forest Grove,OR,97116,8777228648,www.pacificu.edu,1627,1275,333,89,49,500,600,510,620,505,610,,,,,
Paine College,,39%,1010,1270,14,17,25%,Private,12,City,863," $21,362 "," $21,362 "," $6,106 ",1235 15th St,Augusta,GA,30901-3182,7068218200,www.paine.edu,3424,1331,274,77,48,340,430,330,420,340,420,11,17,15,17,
Palm Beach Atlantic University-West Palm Beach,,69%,1370,1700,20,26,54%,Private,15,City,3226," $35,388 "," $35,388 "," $6,338 ",901 S. Flagler Drive,West Palm Beach,FL,33401,5618032000,www.pba.edu,1401,964,422,79,59,470,580,450,550,450,570,19,26,18,25,
Peace College,,64%,1215,1530,14,19,29%,Private,11,City,713," $37,108 "," $37,108 "," $14,325 ",15 E Peace St,Raleigh,NC,27604-1194,9195082000,www.peace.edu,994,635,156,94,19,410,520,400,500,405,510,14,22,16,18,
Pennsylvania State University-Main Campus,PSU990,51%,1650,1950,24,29,85%,Public,17,City,44406," $28,520 "," $40,050 "," $8,183 ",201 Old Main,University Park,PA,16802-1589,8148654700,www.psu.edu/,39089,20011,7241,79,16,530,630,570,670,550,650,24,30,25,30,
Pennsylvania State University-Penn State Abington,,78%,1245,1605,17,23,47%,Public,19,Suburb,3394,,," $6,032 ",1600 Woodland Rd,Abington,PA,19001-3918,2158817300,www.abington.psu.edu,3505,2742,813,94,4,400,520,430,550,415,535,16,23,16,26,
Pennsylvania State University-Penn State Altoona,,75%,1365,1665,20,23,64%,Public,18,City,4013," $26,854 "," $33,182 "," $6,173 ",3000 Ivyside Pk,Altoona,PA,16601-3777,8149495000,www.aa.psu.edu/,6180,4615,1476,90,8,440,540,470,570,455,555,19,23,19,25,
Pennsylvania State University-Penn State Berks,,81%,1305,1620,17,22,60%,Public,17,Rural,2800," $26,854 "," $33,182 "," $5,592 ",Tulpehocken Rd,Reading,PA,19610-1016,6103966000,www.bk.psu.edu/,3260,2648,1000,92,6,430,530,440,550,435,540,15,21,17,23,
Pennsylvania State University-Penn State Erie-Behrend College,,78%,1417.5,1740,19,25,64%,Public,17,Rural,4334," $26,854 "," $33,182 "," $6,183 ",5091 Station Rd,Erie,PA,16563-0002,8148986000,www.pserie.psu.edu/,3423,2681,1085,80,18,455,560,490,600,472.5,580,17,24,19,25,
Pennsylvania State University-Penn State Harrisburg,,73%,1380,1725,21,24,78%,Public,12,Suburb,3936," $26,854 "," $33,182 "," $7,081 ",777 W Harrisburg Pike,Middletown,PA,17057-4846,7179486452,www.hbg.psu.edu,2736,1985,449,88,6,450,560,470,590,460,575,20,25,21,24,
Pepperdine University,,34%,1660,2010,NR,NR,81%,Private,14,Suburb,7614," $51,450 "," $51,450 "," $23,836 ",24255 Pacific Coast Hwy,Malibu,CA,90263,3105064000,www.pepperdine.edu/,6910,2378,782,81,0,550,670,560,680,550,660,,,,,
Pfeiffer University,,55%,1305,1590,17,22,57%,Private,14,Rural,2019," $30,943 "," $30,943 "," $6,299 ",48380 Hwy 52n,Misenheimer,NC,28109-0960,7044631360,www.pfeiffer.edu,1561,866,306,93,18,430,520,440,540,435,530,,,,,
Philadelphia Biblical University-Langhorne,,94%,1402.5,1710,19,26,54%,Private,15,Suburb,1335," $30,877 "," $30,877 "," $10,008 ",200 Manor Ave,Langhorne,PA,19047-2990,2157525800,www.pbu.edu,346,326,169,81,7,480,580,455,560,467.5,570,20,28,18,26,
Philadelphia University,,71%,1460,1740,21,26,56%,Private,14,City,3360," $41,510 "," $41,510 "," $11,630 ",School House Lane and Henry Avenue,Philadelphia,PA,19144-5497,2159512700,www.philau.edu,3800,2707,727,92,8,490,570,490,600,480,570,,,,,
Piedmont College,,60%,1317,1635,18,23,49%,Private,14,Rural,2783," $29,500 "," $29,500 "," $7,955 ",165 Central Ave,Demorest,GA,30535-0010,7067783000,www.piedmont.edu,1321,788,239,78,37,448,540,430,550,439,545,,,,,
Pine Manor College,,63%,NR,NR,NR,NR,35%,Private,10,Suburb,441," $35,059 "," $35,059 "," $11,868 ",400 Heath St,Chestnut Hill,MA,2467,6177317000,www.pmc.edu,611,385,162,,,,,,,0,0,,,,,
Pittsburg State University,,80%,NR,NR,19,24,54%,Public,18,Town,7127," $14,862 "," $23,386 "," $3,310 ",1701 S Broadway,Pittsburg,KS,66762,6202317000,www.pittstate.edu,2284,1823,997,0,93,,,,,0,0,17,24,17,24,
Pitzer College,,20%,NR,NR,NR,NR,69%,Private,11,Suburb,1025," $52,770 "," $52,770 "," $22,407 ",1050 North Mills Avenue,Claremont,CA,91711-6101,9096218000,www.pitzer.edu,4081,828,256,,,,,,,0,0,,,,,
Plymouth State University,,70%,1305,1590,18,23,52%,Public,20,Town,6540," $20,788 "," $28,958 "," $5,129 ",17 High Street,Plymouth,NH,03264-1595,6035355000,www.plymouth.edu,4239,2957,969,97,3,430,530,440,530,435,530,,,,,
Polytechnic Institute of New York University,,55%,1635,1935,NR,NR,53%,Private,17,City,3983," $46,039 "," $46,039 "," $19,833 ",Six Metrotech Ctr,Brooklyn,NY,11201,7182603100,www.poly.edu,1854,1013,292,92,0,510,610,580,680,545,645,,,,,
Pomona College,,16%,2090,2320,31,34,95%,Private,7,Suburb,1532," $51,668 "," $51,668 "," $24,408 ",550 N College Ave,Claremont,CA,91711-6319,9096218131,www.pomona.edu,6149,992,390,78,46,710,780,690,770,690,770,29,34,32,35,
Portland State University,PSU969,77%,1380,1740,NR,NR,34%,Public,20,City,26382," $21,410 "," $35,844 "," $5,309 ",724 SW Harrison,Portland,OR,97201,5037254433,www.pdx.edu,4400,3396,1766,69,0,460,590,460,570,460,580,,,,,
Post University,,57%,1080,1410,15,22,21%,Private,18,Suburb,1687," $39,450 "," $39,450 "," $7,188 ",800 Country Club Rd,Waterbury,CT,6723,8003452562,www.post.edu/,2243,1282,435,42,2,360,470,360,470,360,470,,,,,
Prairie View A & M University,PVAMU1170,41%,1090,1360,15,19,37%,Public,18,Town,8203," $18,578 "," $26,888 "," $5,693 ",FM 1098 Road & University Drive,Prairie View,TX,77446,9362613311,www.pvamu.edu,7475,3052,1640,82,47,360,450,370,460,360,450,13,19,16,19,
Presbyterian College,PC1097,70%,1500,1875,21,27,73%,Private,12,Town,1177," $40,325 "," $40,325 "," $22,765 ",503 South Broad Street,Clinton,SC,29325,8648332820,www.presby.edu,1455,1017,364,91,60,490,620,510,630,500,625,,,,,
Presentation College,,76%,NR,NR,19,23,42%,Private,10,Town,733," $25,063 "," $25,063 "," $4,779 ",1500 N Main,Aberdeen,SD,57401-1280,6052251634,www.presentation.edu,176,134,78,0,100,,,,,0,0,17,22,16,23,
Princeton University,PU699,10%,2090,2360,31,35,96%,Private,5,Suburb,7330," $51,260 "," $51,260 "," $29,467 ",,Princeton,NJ,08544-0070,6092583000,www.princeton.edu,21963,2209,1320,96,25,690,790,700,790,700,780,32,35,31,35,
Principia College,,69%,1470,1860,21,29,81%,Private,8,Rural,519," $33,420 "," $33,420 "," $16,363 ",1 Maybeck Place,Elsah,IL,62028-9799,6183742131,www.prin.edu,167,115,111,86,37,490,640,490,600,490,620,23,31,18,28,
Providence College,PC1085,60%,1600,1910,23,28,86%,Private,13,City,5085," $46,180 "," $46,180 "," $17,921 ",1 Cunningham Square,Providence,RI,02918-0001,4018651000,www.providence.edu,8376,5008,955,90,31,530,630,530,640,540,640,,,,,
Purdue University-Main Campus,PU322,73%,1530,1880,23,29,72%,Public,15,Suburb,41433," $20,638 "," $37,118 "," $8,244 ",Hovde Hall of Administration,West Lafayette,IN,47907-2040,7654944600,www.purdue.edu,27213,19905,6225,79,45,500,610,540,670,490,600,22,29,24,31,
Queens University of Charlotte,,76%,1420,1730,20,26,61%,Private,12,City,2302," $34,566 "," $34,566 "," $11,750 ",1900 Selwyn Ave,Charlotte,NC,28274-0001,7043372200,www.queens.edu,1701,1289,315,92,34,470,580,480,580,470,570,19,26,18,25,
Quincy University,,66%,1275,1530,19,24,52%,Private,16,Town,1424," $34,220 "," $34,220 "," $17,519 ",1800 College Ave,Quincy,IL,62301-2699,2172228020,www.quincy.edu,1329,872,249,8,92,420,480,430,540,425,510,18,24,17,24,
Quinnipiac University,QU145,69%,1520,1790,22,26,75%,Private,15,Rural,7413," $46,980 "," $46,980 "," $12,858 ",Mt Carmel Ave,Hamden,CT,6518,2035828200,www.quinnipiac.edu,13850,9619,1588,94,23,500,580,510,610,510,600,21,26,21,26,
Radford University,RU1251,71%,1380,1650,19,23,60%,Public,19,Town,9157," $17,874 "," $27,538 "," $5,665 ",801 East Main Street,Radford,VA,24141-0672,5408315000,www.radford.edu,6166,4384,1446,88,12,460,550,460,550,460,550,,,,,
Ramapo College of New Jersey,,51%,1520,1800,NR,NR,70%,Public,18,Suburb,5847," $25,637 "," $33,320 "," $11,085 ",505 Ramapo Valley Rd,Mahwah,NJ,07430-1680,20168475007500,www.ramapo.edu,5114,2627,937,98,0,500,590,520,610,500,600,,,,,
Randolph College,,81%,1500,1830,21,26,67%,Private,8,City,568," $39,945 "," $39,945 "," $15,562 ",2500 Rivermont Ave,Lynchburg,VA,24503-1555,4349478000,www.randolphcollege.edu,1068,865,135,91,25,500,620,500,600,500,610,19,27,18,24,
Randolph-Macon College,,58%,1460,1740,NR,NR,65%,Private,11,Suburb,1201," $40,573 "," $40,573 "," $13,966 ",204 Henry St,Ashland,VA,23005-5505,8047527200,www.rmc.edu,4308,2507,362,97,28,490,580,490,580,480,580,,,,,
Regis College,,73%,1260,1560,17,21,64%,Private,10,Suburb,1590," $43,910 "," $43,910 "," $13,849 ",235 Wellesley St,Weston,MA,02493-1571,7817687000,www.regiscollege.edu,1735,1270,241,95,12,420,520,420,520,420,520,17,22,17,19,
Regis University,,80%,1450,1800,22,26,64%,Private,9,City,11040," $43,876 "," $43,876 "," $14,599 ",3333 Regis Blvd,Denver,CO,80221-1099,80038823662111,www.regis.edu/,1942,1544,375,53,90,480,600,480,600,490,600,21,27,20,26,
Rensselaer Polytechnic Institute,,42%,1850,2130,25,30,83%,Private,15,City,6777," $52,160 "," $52,160 "," $18,515 ",110 8th St,Troy,NY,12180-3590,5182766000,www.rpi.edu,12351,5218,1337,76,24,610,700,660,750,580,680,,,,,
Rhode Island College,,71%,1270,1590,17,21,46%,Public,21,City,9085," $17,666 "," $26,746 "," $5,068 ",600 Mount Pleasant Ave,Providence,RI,2908,4014568000,www.ric.edu,4028,2865,1190,91,6,420,530,420,530,430,530,15,22,16,21,
Rhodes College,,42%,1730,2060,26,30,72%,Private,10,City,1678," $45,416 "," $45,416 "," $16,280 ",2000 North Parkway,Memphis,TN,38112-1690,9018433000,www.rhodes.edu,5037,2112,430,68,73,570,680,580,700,580,680,27,33,24,30,
Rice University,,22%,1970,2270,30,34,93%,Private,8,City,5357," $45,637 "," $45,637 "," $24,461 ",6100 S Main,Houston,TX,77005-1827,7133480000,www.rice.edu,11173,2495,894,89,44,640,750,680,780,650,740,,,,,
Rider University,RU700,75%,1400,1720,19,24,58%,Private,13,Suburb,5974," $43,280 "," $43,280 "," $13,040 ",2083 Lawrence Road,Lawrenceville,NJ,08648-3099,6098965000,www.rider.edu,7372,5534,1026,96,18,460,560,470,580,470,580,,,,,
Ripon College,,79%,1485,1920,22,27,69%,Private,15,Town,1057," $35,040 "," $35,040 "," $15,192 ",300 Seward St,Ripon,WI,54971-0248,9207488115,www.ripon.edu,1064,845,249,12,92,490,640,500,640,495,640,22,27,22,27,
Rivier College,,81%,1290,1560,17,21,55%,Private,21,City,2199," $36,319 "," $36,319 "," $8,193 ",420 South Main St,Nashua,NH,3060,6038881311,www.rivier.edu,878,713,236,98,17,430,510,420,530,440,520,17,22,16,22,
Roanoke College,,68%,1480,1780,20,25,61%,Private,12,Suburb,2021," $42,614 "," $42,614 "," $14,217 ",221 College Ln,Salem,VA,24153-3794,5403752500,www.roanoke.edu,4169,2853,560,76,31,500,600,490,590,490,590,,,,,
Robert Morris University,RMU308,92%,1350,1660,20,24,56%,Private,15,Suburb,4815," $34,730 "," $34,730 "," $9,503 ",6001 University Boulevard,Moon Township,PA,15108-1189,8007620097,www.rmu.edu,3775,3460,726,86,13,450,540,460,580,440,540,18,23,18,24,
Rochester Institute of Technology,,62%,1610,1930,25,30,62%,Private,13,Suburb,15055," $40,950 "," $40,950 "," $13,214 ",1 Lomb Memorial Dr,Rochester,NY,14623-5603,5854752411,www.rit.edu/,13020,8010,2602,68,30,530,640,560,670,520,620,,,,,
Rockford College,,83%,1267.5,1609.5,20,24,38%,Private,11,City,1388," $35,660 "," $35,660 "," $14,642 ",5050 E State St,Rockford,IL,61108-2393,8152264050,www.rockford.edu,481,398,92,9,97,445,560,400,513,422.5,536.5,19,25,17,24,
Rockhurst University,,76%,1590,1935,22,28,63%,Private,15,City,3086," $37,898 "," $37,898 "," $15,866 ",1100 Rockhurst Rd,Kansas City,MO,64110-2561,8165014000,www.rockhurst.edu,2110,1612,419,6,98,530,650,530,640,530,645,22,28,20,27,
Roger Williams University,,61%,1495,1760,NR,NR,56%,Private,12,Suburb,4609," $43,758 "," $43,758 "," $10,244 ",One Old Ferry Rd,Bristol,RI,02809-2923,4012531040,www.rwu.edu,8553,5234,961,98,0,495,580,510,600,490,580,,,,,
Rollins College,,62%,1650,1940,NR,NR,69%,Private,11,Suburb,3259," $52,045 "," $52,045 "," $21,537 ",1000 Holt Ave,Winter Park,FL,32789-4499,4076462000,www.rollins.edu,2999,1847,464,88,0,550,650,550,650,550,640,,,,,
Rose-Hulman Institute of Technology,,70%,1785,2085,26,32,79%,Private,12,Rural,1923," $49,801 "," $49,801 "," $12,653 ",5500 Wabash Avenue,Terre Haute,IN,47803-3999,8128771511,www.rose-hulman.edu,3554,2495,465,77,64,560,670,630,720,595,695,28,34,25,32,
Rosemont College,,47%,1180,1500,NR,NR,70%,Private,10,Suburb,903," $39,678 "," $39,678 "," $16,124 ",1400 Montgomery Ave,Rosemont,PA,19010-1699,6105270200,www.rosemont.edu,1275,599,177,97,,400,510,400,490,380,500,,,,,
Rowan University,,68%,1430,1740,NR,NR,65%,Public,15,Suburb,10270," $24,592 "," $31,666 "," $3,689 ",201 Mullica Hill Road,Glassboro,NJ,8028,8562564000,www.rowan.edu,7515,5086,1602,97,0,470,570,490,600,470,570,,,,,
Russell Sage College,,76%,1620,1770,24,25,73%,Private,13,City,699," $40,485 "," $40,485 "," $11,741 ",45 Ferry St,Troy,NY,12180,5182442000,www.sage.edu,486,371,129,63,24,550,590,530,590,540,590,,,,,
Rust College,,58%,NR,NR,14,18,99%,Private,19,Town,942," $14,720 "," $14,720 "," $5,075 ",150 Rust Ave,Holly Springs,MS,38635,6012528000,www.rustcollege.edu,1607,938,254,0,80,,,,,0,0,13,19,15,17,
Rutgers University-Camden,,49%,1458,1770,NR,NR,58%,Public,14,City,5398," $25,262 "," $35,894 "," $8,363 ",406 Penn,Camden,NJ,8102,8562256095,www.rutgers.edu,5529,2683,352,99,0,488,590,500,600,470,580,,,,,
Rutgers University-New Brunswick,,61%,1600,1940,NR,NR,75%,Public,14,City,36041," $26,338 "," $37,510 "," $9,878 ",83 Somerset St,New Brunswick,NJ,08901-1281,7329321766,www.rutgers.edu/,28624,17598,5839,98,0,520,630,550,670,530,640,,,,,
Rutgers University-Newark,,60%,1430,1740,NR,NR,59%,Public,11,City,11032," $26,345 "," $36,977 "," $9,618 ",249 University Avenue  Blumenthal Hall,Newark,NJ,7102,9733531766,www.rutgers.edu,12462,7430,872,97,0,460,560,500,610,470,570,,,,,
Sacred Heart University,SHU146,65%,1461,1764,NR,NR,62%,Private,14,Suburb,5958," $44,668 "," $44,668 "," $10,021 ",5151 Park Ave,Fairfield,CT,06825-1000,2033717999,www.sacredheart.edu,7568,4928,980,96,0,471,580,503,596,487,588,,,,,
Sage College of Albany,,65%,1410,1560,20,22,32%,Private,14,City,1936," $40,645 "," $40,645 "," $11,176 ",140 New Scotland Ave,Albany,NY,12208,5182921717,www.sage.edu,529,342,105,77,21,460,510,480,530,470,520,,,,,
Saginaw Valley State University,,86%,NR,NR,18,24,38%,Public,19,Suburb,9837," $16,043 "," $25,343 "," $3,902 ",7400 Bay Rd,University Center,MI,48710,9899644000,www.svsu.edu,6103,5244,1740,0,98,,,,,0,0,16,24,17,24,
Saint Anselm College,,77%,1470,1700,20,26,76%,Private,12,Suburb,1900," $44,255 "," $44,255 "," $13,356 ",100 Saint Anselm Drive,Manchester,NH,03102-1310,6036417000,www.anselm.edu,3664,2830,531,94,26,500,590,510,580,460,530,20,26,19,25,
Saint Augustines College,,50%,990,1260,15,19,8%,Private,19,City,1451," $27,168 "," $27,168 "," $4,396 ",1315 Oakwood Avenue,Raleigh,NC,27610-2298,9195164000,www.st-aug.edu,3553,1783,538,73,27,330,420,330,420,330,420,11,16,14,17,
Saint Bonaventure University,SBU744,84%,1370,1690,20,25,70%,Private,14,Town,2406," $37,334 "," $37,334 "," $16,624 ",Route 417,Saint Bonaventure,NY,14778,7163752000,www.sbu.edu,1927,1617,466,96,42,460,560,460,570,450,560,18,25,19,25,
Saint Cloud State University,,87%,NR,NR,19,24,50%,Public,23,City,17430," $16,430 "," $23,945 "," $4,068 ",720 Fourth Ave. South,Saint Cloud,MN,56301-4498,3203080121,www.stcloudstate.edu,6025,5241,2365,0,89,,,,,0,0,17,23,18,24,
Saint Edward's University,,66%,1530,1840,22,27,62%,Private,15,City,5348," $37,000 "," $37,000 "," $13,404 ",3001 S Congress Ave,Austin,TX,78704,5124488400,www.stedwards.edu,2981,1970,757,72,27,520,620,510,610,500,610,21,28,21,26,
Saint Francis University,SFU993,75%,1410,1740,21,27,56%,Private,14,Rural,2210," $37,770 "," $37,770 "," $12,716 ",117 Evergreen Dr,Loretto,PA,15940,8144723000,www.francis.edu,1533,1156,414,85,15,470,570,470,590,470,580,,,,,
Saint John Fisher College,,65%,1450,1730,22,26,73%,Private,14,Suburb,3832," $36,210 "," $36,210 "," $12,630 ",3690 East Ave,Rochester,NY,14618-3597,5853858000,www.sjfc.edu,3440,2237,558,97,51,480,570,510,600,460,560,20,25,21,26,
Saint Johns University,,84%,1496,1913,23,29,83%,Private,14,Rural,2063," $39,750 "," $39,750 "," $13,543 ",31802 County Rd 159,Collegeville,MN,56321,3203632011,www.csbsju.edu,1344,1125,461,18,95,493,648,523,675,480,590,21,28,24,29,
Saint Joseph College,,84%,1320,1560,18,20,47%,Private,10,City,1926," $40,816 "," $40,816 "," $14,107 ",1678 Asylum Avenue,West Hartford,CT,06117-2764,8602324571,www.sjc.edu,1150,961,184,99,9,440,520,440,520,440,520,,,,,
Saint Joseph's College of Maine,,81%,1310,1600,NR,NR,57%,Private,14,Rural,2758," $39,200 "," $39,200 "," $11,592 ",278 Whites Bridge Rd,Standish,ME,04084-5236,2078926766,www.sjcme.edu,1282,1043,267,98,0,430,530,440,540,440,530,,,,,
Saint Joseph's University,SJU994,82%,1530,1830,21,26,79%,Private,15,City,7900," $49,890 "," $49,890 "," $13,971 ",5600 City Avenue,Philadelphia,PA,19131-1395,6106601000,www.sju.edu,6520,5370,1189,96,17,510,600,510,620,510,610,21,26,21,26,
Saint Josephs College,,73%,1275,1605,18,26,46%,Private,16,Rural,1076," $33,950 "," $33,950 "," $14,261 ",US Highway 231,Rensselaer,IN,47978,2198666000,www.saintjoe.edu,1218,886,231,57,42,420,520,430,550,425,535,18,26,17,25,
Saint Josephs College-Suffolk Campus,,80%,1490,1740,22,25,62%,Private,16,Suburb,4211,,," $6,807 ",155 W Roe Blvd,Patchogue,NY,11772-2399,6314473200,www.sjcny.edu,1836,1469,495,80,48,500,580,500,590,490,570,,,,,
Saint Leo University,,76%,1335,1620,20,24,39%,Private,23,Rural,13731," $29,700 "," $29,700 "," $9,963 ",33701 State Road 52,Saint Leo,FL,33574-6665,3525888200,www.saintleo.edu,2073,1585,490,57,40,440,530,450,550,445,540,18,23,18,23,
Saint Louis University-Main Campus,,71%,1665,2010,25,31,74%,Private,15,City,16086," $48,460 "," $48,460 "," $12,648 ",221 N Grand Blvd,Saint Louis,MO,63103-2097,3149772222,www.imagine.slu.edu,10718,7622,1724,27,84,550,660,560,680,555,670,25,32,24,30,
Saint Martin's University,,79%,1280,1640,16,24,58%,Private,12,Suburb,1659," $37,542 "," $37,542 "," $14,309 ",5300 Pacific Ave SE,Lacey,WA,98503-7500,3604914700,www.stmartin.edu,728,575,179,89,25,430,550,440,560,410,530,,,,,
Saint Mary's College,,86%,1530,1840,23,28,76%,Private,10,Suburb,1628," $41,722 "," $41,722 "," $12,898 ",,Notre Dame,IN,46556,5742844000,www.saintmarys.edu,1357,1162,435,61,72,510,620,510,600,510,620,23,30,21,27,
Saint Mary's University of Minnesota,,72%,1449,1747.5,19,26,57%,Private,12,Town,5611," $34,500 "," $34,500 "," $11,344 ",700 Terrace Heights,Winona,MN,55987-1399,5074571600,www.smumn.edu,1408,1020,330,8,90,503,560,463,605,483,582.5,18,25,19,25,
Saint Marys College of California,,79%,1470,1785,20,26,65%,Private,13,Suburb,3840," $50,404 "," $50,404 "," $21,799 ",1928 Saint Marys Road,Moraga,CA,94556,9256314000,www.stmarys-ca.edu,3241,2555,572,88,12,490,590,490,600,490,595,,,,,
